time_s,voltage_V,current_A,power_W,temperature_K,capacity_Ah,soc,energy_Wh,anode_potential_V,speed_m_s,speed_kmh
3167.0,3.8243948154607352,6.710695367848389,25.66434857293575,303.1687362567845,18.521997421557135,0.719913075508607,71.26123383184276,0.1454338248271017,22.42164927926844,80.71793740536638
3168.0,3.8316901672799903,-9.565979228916277e-07,-3.665386855184312e-06,303.16728627290877,18.52292901215738,0.7199015029545667,71.26479833268404,0.1422377366554853,0.0,0.0
3169.0,3.8328832384502807,2.9885343962369565e-65,1.145470339486876e-64,303.16577906881173,18.52292901215738,0.7199015029545667,71.26479833268404,0.1419284194836005,0.0,0.0
3170.0,3.826704606737727,7.685217822643272,29.409058445691894,303.1643367969392,18.524076844659987,0.7198872441657144,71.26919295766227,0.14502305487549427,23.999732132813655,86.39903567812917
3171.0,3.8185817330481315,16.93387765850542,64.66339589644066,303.16312841474667,18.52770037494395,0.7198422313671559,71.2830404574591,0.148884504086658,34.28313588504171,123.41928918615015
3172.0,3.8187824191181967,16.93298774311043,64.66339589653403,303.16205847717356,18.53240410689976,0.7197837999142886,71.30100251187478,0.14873397949684303,34.28313588504171,123.41928918615015
3173.0,3.8266019929316495,8.950416083394106,34.24968002228338,303.16081572936315,18.535785050706856,0.7197418006123372,71.31392755903646,0.14505919094360226,25.830240581264007,92.98886609255042
3174.0,3.83570888476678,-2.744028962387013e-14,-1.0525296271085235e-13,303.15938198912335,18.5370275022215,0.719726366432031,71.31868443748034,0.14089062681739808,0.0,0.0
3175.0,3.836753818719254,-1.689839814848396e-54,-6.48349936264342e-54,303.1578770439778,18.5370275022215,0.719726366432031,71.31868443748034,0.1406081050626156,0.0,0.0
3176.0,3.837750282905967,2.1998472629322334e-62,8.442464455668095e-62,303.1563725400951,18.5370275022215,0.719726366432031,71.31868443748034,0.14030931836030644,0.0,0.0
3177.0,3.8387061486260188,-5.68317870678598e-72,-2.1816053045479807e-71,303.15486847661583,18.5370275022215,0.719726366432031,71.31868443748034,0.14001118090232773,0.0,0.0
3178.0,3.8396257726275955,2.4763092593622306e-80,9.508100853243573e-80,303.15336485342095,18.5370275022215,0.719726366432031,71.31868443748034,0.13971674416470198,0.0,0.0
3179.0,3.840512289664444,-2.8081052505617437e-87,-1.0784562725453629e-86,303.1518616703792,18.5370275022215,0.719726366432031,71.31868443748034,0.13942703130015743,0.0,0.0
3180.0,3.8413681617961855,4.915894525082665e-94,1.8883760715400728e-93,303.1503589273788,18.5370275022215,0.719726366432031,71.31868443748034,0.13914238694837902,0.0,0.0
3181.0,3.842195439061424,2.1962964168137422e-108,8.438600075508708e-108,303.14885662432704,18.5370275022215,0.719726366432031,71.31868443748034,0.1388628853802717,0.0,0.0
3182.0,3.8251583936020275,18.862658929196083,72.15265812866663,303.14751501836236,18.539759317983883,0.7196924308324983,71.3291491966155,0.14697381537755008,35.88934713940952,129.2016497018743
3183.0,3.811179531670885,33.430276776426005,127.40878658840734,303.1468374989354,18.54731568247484,0.7195985629506231,71.35798871580296,0.15334980286897837,45.05187374725401,162.18674549011442
3184.0,3.813702495962459,29.791942433751984,113.61760521916983,303.1464001179221,18.556008020803297,0.7194905835925056,71.39112925730124,0.15183548870221522,43.085828661849106,155.1089831826568
3185.0,3.825236214002985,16.856666443924837,64.4807309286702,303.1455476164114,18.562485450178944,0.7194101186313174,71.4158641788783,0.14619998874602635,34.24229945804002,123.27227804894409
3186.0,3.826520172734821,15.538254564332668,59.45744453950786,303.1443795882311,18.56698473440459,0.7193542269018063,71.43307781050058,0.1455894883369357,33.08454524862718,119.10436289505785
3187.0,3.817264909681618,25.409578137831303,96.99509099535662,303.1434169535039,18.572858146125704,0.7192812652655192,71.4555197804646,0.14990775340494716,40.474552228846825,145.70838802384858
3188.0,3.8019263828870353,41.22292661654584,156.72653228326183,303.1431908300178,18.5822585035985,0.7191644906385279,71.49132131286883,0.15691833217127224,48.775464423313466,175.5916719239285
3189.0,3.786904095804427,55.90547853309671,211.7086856348904,303.144248547657,18.59588340147778,0.7189952372487232,71.54300847772714,0.16354851896620037,54.60211981307988,196.56763132708758
3190.0,3.782674105538912,58.334190246688365,220.65923091372863,303.14623860899997,18.611833304024167,0.7187971018133643,71.60336691436002,0.16497829383736828,55.44616779835872,199.6062040740914
3191.0,3.789801932750422,48.60877048186257,184.21761232078444,303.14786391113984,18.626685242392224,0.7186126056845686,71.65959681977536,0.1611529231107811,51.84228440088794,186.63222384319658
3192.0,3.8005579538280476,35.734594638070874,135.81139787854136,303.14844412595284,18.638398528621003,0.7184670990233415,71.70404489418034,0.15584027358814928,46.17636659678156,166.23491974841363
3193.0,3.8113302614515963,23.67585177055586,90.2364903187619,303.14808562484717,18.646648969498155,0.718364609074557,71.73544030296813,0.15071687739808992,39.32032848684312,141.55318255263523
3194.0,3.8195514555031993,15.016631704176014,57.35679748244098,303.1471408038064,18.652022292181147,0.7182978597244578,71.75593932005958,0.14693365425026617,32.579050057834976,117.28458020820592
3195.0,3.822864554326948,11.99333750143117,45.84890482230134,303.1459465307603,18.65577358744554,0.7182512597832852,71.77027343085521,0.1455250880928151,29.537301058740482,106.33428381146574
3196.0,3.8292648543043404,5.843538765509119,22.37645761952904,303.14461061497457,18.658250547668683,0.7182204900910723,71.77974903741286,0.14267473849672074,20.886567287608937,75.19164223539218
